Module,Submodule,Key,English,Marathi,Hindi,Odiya,Telugu,Kannada,Tamil,Gujarati,Urdu,,
,,Life Skills,Life Skills,जीवन कौशल्ये,लाइफ स्किल्स,ଜୀବନ କୌଶଳ,వృత్తి నైపుణ్యాలు ,ಜೀವನ  ಕೌಶಲ್ಯಗಳು,வாழ்க்கைத் திறன்கள்,લાઇફ સ્કિલ્સ,زندگی کی مہارتیں,,
,,Smartphone,Smartphone,स्मार्टफोन,स्मार्टफोन,ସ୍ମାର୍ଟଫୋନ୍,స్మార్ట్‌ఫోన్,ಸ್ಮಾರ್ಟ್‌ಫೋನ್,ஸ்மார்ட்போன்,સ્માર્ટફોન ,اسمارٹ فون,,
,,Keypad,Keypad,कीपॅड फोन ,कीपैड,କିପ୍ୟାଡ୍,కీప్యాడ్,ಕೀಪ್ಯಾಡ್,கீபேட்,કીપેડ,کی پیڈ,,
,,SCHOOL_INACCESSIBLE,School inaccessible,शाळा उपलब्ध नाही,विद्यालय अनुपलब्ध,ସ୍କୁଲ୍ ଅପହଞ୍ଚ,పాఠశాలకు అనుమతి లేనివారు ,ಶಾಲೆ ಲಭ್ಯವಿಲ್ಲ,பள்ளி அணுக முடியாதது,શાળા ઉપલબ્ધ નથી ,اسکول ناقابل رسائی,,
,,FINANCIAL_CONSTRAINTS,Financial Constraints,आर्थिक अडचणी,आर्थिक बाधाएँ,ଆର୍ଥିକ ସଂକଟ,ఆర్థిక పరిమితులు,ಆರ್ಥಿಕ ತೊಂದರೆಗಳು,நிதி நெருக்கடிகள்,આર્થિક મર્યાદાઓ,مالی رکاوٹیں,,
,,LACK_OF_INTEREST,Lack of Interest,रुची चा अभाव,रुचि की कमी,ଇଚ୍ଛା ନାହିଁ,ఆసక్తి లేకపోవడం,ಆಸಕ್ತಿಯ ಕೊರತೆ,ஆர்வமின்மை,રુચીનો અભાવ,عدم دلچسپی ,,
,,FAMILY_RESPONSIBILITIES,Family responsibilities,कौटुंबिक जबाबदाऱ्या,पारिवारिक जिम्मेदारियां,ପାରିବାର ର ଦାୟିତ୍ୱ,కుటుంబ బాధ్యతలు,ಕುಟುಂಬದ ಹೊಣೆಗಾರಿಕೆಗಳು,குடும்பப் பொறுப்புகள்,પરિવારની જવાબદારીઓ,خاندانی ذمہ داریاں,,
,,FAILED,Failed,नापास ,असफल,ବିଫଳ,విఫలం,ವಿಫಲವಾಗಿದೆ,தோல்வியடைந்தது,અસફળ ,ناکام,,
,,ILLNESS,Illness,आजारीपणा,बीमारी,ରୋଗ,అనారోగ్యం,ಅನಾರೋಗ್ಯ,உடல்நலக்குறைவு,બીમારી ,بیماری,,
,,MARRIAGE,Marriage,विवाह,विवाह,ବିବାହ,వివాహం,ವಿವಾಹ,திருமணம்,વિવાહ,شادی,,
,,MIGRATION,Migration,प्रवास,प्रवास,ସ୍ଥାନାନ୍ତର,వలస,ವಲಸೆ,இடம்பெயர்வு,સ્થળાંતર ,ہجرت,,
,,STARTED_VOCATIONAL_COURSE,Started vocational course,व्यावसायिक अभ्यासक्रम सुरू केला,व्यावसायिक पाठ्यक्रम शुरू किया,ଭକେସନାଲ୍ କୋର୍ସ ଆରମ୍ଭ,వృత్తి కోర్సు ప్రారంభించబడింది,ವೃತ್ತಿಪರ ಕೋರ್ಸ್ ಪ್ರಾರಂಭಿಸಲಾಗಿದೆ,தொழிற்கல்வி பயிற்சி தொடங்கியது,વ્યાવસાયિક કોર્સ શરૂ કર્યો,ووکیشنل کورس شروع کیا۔,,
,,STARTED_JOB,Started a job,नोकरी सुरू केली,नौकरी शुरू की,ଚାକିରି ଆରମ୍ଭ ,ఉద్యోగం ప్రారంభించబడింది,ಉದ್ಯೋಗ ಪ್ರಾರಂಭಿಸಲಾಗಿದೆ,வேலை தொடங்கியது,નોકરી શરૂ કરી,نوکری شروع کی,,
,,SCHOOL_CLOSURE_DUE_TO_COVID,School closure due to covid,कोविडमुळे शाळा बंद,कोविड के कारण विद्यालय बंद,କୋଭିଡ୍ ଯୋଗୁଁ ସ୍କୁଲ ବନ୍ଦ,కోవిడ్ కారణంగా పాఠశాల మూసివేత,ಕೋವಿಡ್ ಕಾರಣದಿಂದ ಶಾಲೆ ಮುಚ್ಚಲಾಗಿದೆ,கோவிட் காரணமாக பள்ளி மூடல்,COVID-19 કારણે શાળા બંધ,کوویڈ کی وجہ سےا سکول بند,,
,,ENROLLED_IN_EDUCATIONAL_INSTITUTE,Enrolled in educational institute,शैक्षणिक संस्थेत नावनोंद,शैक्षणिक संस्थान में नामांकन,ଶିକ୍ଷାନୁଷ୍ଠାନରେ ନାମ ଲେଖାଇଛି,విద్యా సంస్థలో చేరారు,ಶಿಕ್ಷಣ ಸಂಸ್ಥೆಯಲ್ಲಿ ದಾಖಲಾಗಿದ್ದಾರೆ,கல்வி நிறுவனத்தில் சேர்ந்தது,શૈક્ષણિક સંસ્થામાં નામાંકન ,تعلیمی ادارے میں داخلہ لیا۔,,
,,OWN_FARMING,Own farming,स्वत: शेती,स्वयं खेती,ନିଜସ୍ୱ ଚାଷ,సొంత వ్యవసాయం,ಸ್ವಂತ ಕೃಷಿ,சொந்த விவசாயம்,પોતાની ખેતી ,"خود کی کاشتکاری
",,
,,AGRICULTURAL_FARM_LABORER,Agricultural farm laborer,कृषी मजूर,कृषि मज़दूर,କୃଷି ଶ୍ରମିକ, వ్యవసాయ కార్మికుడు,ಕೃಷಿ ಕೂಲಿ ಕಾರ್ಮಿಕ,விவசாய பண்ணை தொழிலாளி,ખેત મજૂર,زرعی کھیت مزدور,,
,,NON_AGRICULTURAL_LABORER,Non-agricultural laborer,गैर कृषी मजूर,गैर- कृषि मज़दूर,ଅଣ-କୃଷି ଶ୍ରମିକ,వ్యవసాయేతర కార్మికుడు,ಕೃಷಿಯೇತರ ಕೂಲಿ ಕಾರ್ಮಿಕ,விவசாயமற்ற தொழிலாளி,કૃષિ સિવાયનો શ્રમિક,غیر زرعی مزدور,,
,,SALARIED_WORK,Salaried work,पगारी  काम,वेतनभुक्‍त कार्य,ଦରମାପ୍ରାପ୍ତ କାମ,జీతం పొందే పని,ಸಂಬಳದ ಉದ್ಯೋಗ,ஊதிய வேலை,પગારદાર કાર્ય,تنخواہ دار کام,,
,,SELF_EMPLOYMENT,Self-employment,स्वरोजगार,स्व-रोज़गार,ସ୍ୱନିଯୁକ୍ତି,స్వయం ఉపాధి,ಸ್ವ ಉದ್ಯೋಗ,சுய வேலைவாய்ப்பு,સ્વ-રોજગાર,خود روزگار,,
,,UNEMPLOYED_OR_DOMESTIC_WORK,Unemployed or Domestic Work,बेरोजगार किंवा घरगुती काम,बेरोज़गार या घरेलू कार्य,ବେକାର କିମ୍ବା ଘରୋଇ କାମ,నిరుద్యోగం లేదా గృహపనులు,ನಿರುದ್ಯೋಗಿ ಅಥವಾ ಗೃಹ ಕಾರ್ಯ ನಿರ್ವಹಿಸುವವರು,வேலையில்லாதவர் அல்லது வீட்டு வேலை,બેરોજગાર અથવા ગૃહકાર્ય,بے روزگار یا گھریلو کام,,
,,phone_type_accessible,Type of Phone Accessible,उपलब्ध असलेल्या फोन चा प्रकार,उपलब्ध फ़ोन का प्रकार,ଆକ୍ସେସ୍ ଯୋଗ୍ୟ ଫୋନର ପ୍ରକାର,అందుబాటులో ఉన్న ఫోన్ రకం,ಲಭ್ಯವಿರುವ ಫೋನ್‌ನ ಟೈಪ್ ,அணுகக்கூடிய தொலைபேசி வகை,ઉપલબ્ધ ફોનનો પ્રકાર,قابل رسائی فون کی قسم,,
,,PHONE_TYPE_ACCESSIBLE,Type of Phone Accessible,उपलब्ध असलेल्या फोन चा प्रकार,उपलब्ध फ़ोन का प्रकार,ଆକ୍ସେସ୍ ଯୋଗ୍ୟ ଫୋନର ପ୍ରକାର,అందుబాటులో ఉన్న ఫోన్ రకం,ಲಭ್ಯವಿರುವ ಫೋನ್‌ನ ಟೈಪ್ ,அணுகக்கூடிய தொலைபேசி வகை,ઉપલબ્ધ ફોનનો પ્રકાર,قابل رسائی فون کی قسم,,
,,WHAT_IS_YOUR_PRIMARY_WORK,What is your primary work?,तुमचे प्राथमिक काम काय आहे?,आपका मुख्य कार्य क्या है?,ତୁମର ପ୍ରାଥମିକ କାମ କ’ଣ?,మీ ప్రాధమిక  పని  ఏమిటి?,ನಿಮ್ಮ ಪ್ರಾಥಮಿಕ ಕೆಲಸ ಯಾವುದು?,உங்கள் முதன்மை வேலை என்ன?,તમારું પ્રાથમિક કાર્ય શું છે?,آپ کا بنیادی کام کیا ہے؟,,
,,UNEMPLOYED_HOUSEWIFE_DOMESTIC_WORK,"Unemployed, Housewife or Domestic Work","बेरोजगार,गृहिणी ,घरातील कामगार","बेरोजगार, गृहिणी या घरेलू कामगार","ବେକାର, ଗୃହିଣୀ କିମ୍ବା ଘରୋଇ କାମ","నిరుద్యోగం, గృహిణి లేదా గృహపనులు","ನಿರುದ್ಯೋಗಿ, ಗೃಹಿಣಿ ಅಥವಾ ಗೃಹ ಕಾರ್ಯ ನಿರ್ವಹಿಸುವವರು","வேலையில்லாதவர், இல்லத்தரசி அல்லது வீட்டு வேலை","બેરોજગાર, ગૃહિણી અથવા ઘરકામ",بے روزگار، گھریلو خاتون یا گھریلو کام,,
,,WORKING_LOCATION,Working Location,कार्यक्षेत्र,कार्यस्थल,କାର୍ଯ୍ୟସ୍ଥଳୀ ର ଲୋକେସନ୍,పని చేసే ప్రదేశం,ಕೆಲಸದ ಸ್ಥಳ,வேலை செய்யும் இடம்,કાર્યસ્થળ,کام کرنے کی جگہ,,
,,CATCHMENT_AREA,Catchment Area,पाणलोट क्षेत्र,कैचमेंट क्षेत्र,କ୍ୟାଚମେଟ୍  ଏରିଆ,పరీవాహక ప్రాంతం,ಕ್ಯಾಚ್ಮೆಂಟ್ ಏರಿಯಾ,கேட்ச்மென்ட் பகுதி,કેચમેન્ટ એરિયા,"عملی دائرۂ کار
",,
,,TYPE_OF_BATCH,Type of Batch,बॅचचा प्रकार,बैच का प्रकार,ବ୍ୟାଚର ପ୍ରକାର,బ్యాచ్ రకం,ಬ್ಯಾಚ್ ಟೈಪ್ ,பேட்ச் வகை,બેચનો પ્રકાર,بیچ کی قسم,,
SURVEYS,,SURVEYS,Surveys,सर्वेक्षण,सर्वेक्षण,ସର୍ଭେ,సర్వేలు,ಸರ್ವೇಗಳು ,கணக்கெடுப்புகள்,સર્વેક્ષણ,سروے,,
SURVEYS,,ACTIVE_SURVEYS,Active Surveys,सक्रिय सर्वेक्षण,सक्रिय सर्वेक्षण,ସକ୍ରିୟ ସର୍ଭେ,క్రియాశీల సర్వేలు,ಆಕ್ಟಿವ್ ಸರ್ವೇಗಳು ,செயலில் உள்ள கணக்கெடுப்புகள்,સક્રિય સર્વેક્ષણ,فعال سروے,,
SURVEYS,,PREVIOUS_SURVEYS,Previous Surveys,मागील सर्वेक्षण,पिछले सर्वेक्षण,ପୂର୍ବ ସର୍ଭେଗୁଡ଼ିକ,మునుపటి సర్వేలు,ಹಿಂದಿನ ಸರ್ವೇಗಳು ,முந்தைய கணக்கெடுப்புகள்,પૂર્વ સર્વેક્ષણ,پچھلا سروے,,
SURVEYS,,VILLAGES,Villages,गाव,गाँव,ଗ୍ରାମ ଗୁଡିକ,గ్రామాలు,ಗ್ರಾಮಗಳು,கிராமங்கள்,ગામો,"گاؤں / دیہات
",,
SURVEYS,,SUBMISSION,Submissions,सबमिशन,सबमिशन,ଦାଖଲ,సమర్పణలు,ಸಲ್ಲಿಸುವಿಕೆ,சமர்ப்பிப்பு,સબમિશન,"جمع کرانا
",,
SURVEYS,,SUMMARY,Summary,सारांश,सारांश,ସାରାଂଶ,సారాంశం,ಸಾರಾಂಶ,சுருக்கம்,સારાંશ,خلاصہ,,
SURVEYS,,CLOSED_ON,Closed on,बंद झाले,समाप्त हुआ,ବନ୍ଦ ହେବାର ଦିନ,మూసివేయబడింది,ಮುಚ್ಚಲಾಯಿತು,மூடப்பட்ட தேதி,બંધ થયું,پر بند,,
SURVEYS,,CLOSES_ON,Closes on,बंद होत आहे ,समाप्त होता है,ବନ୍ଦ ହେବାର ତାରିଖ,మూసివేయబడింది,ಮುಚ್ಚುವ ಸಮಯ,மூடப்படும் தேதிகள்,બંધ થયું,پر بند ہوتا ہے۔,,
SURVEYS,,TYPE_OF_PHONE_ACCESSIBLE,Type of Phone Accessible,उपलब्ध असलेल्या फोन चा प्रकार,उपलब्ध फ़ोन का प्रकार,ଆକ୍ସେସ୍ ଯୋଗ୍ୟ ଫୋନର ପ୍ରକାର,అందుబాటులో ఉన్న ఫోన్ రకం,ಲಭ್ಯವಿರುವ ಫೋನ್‌ನ ಟೈಪ್ ,அணுகக்கூடிய தொலைபேசி வகை,ઉપલબ્ધ ફોનનો પ્રકાર,قابل رسائی فون کی قسم,,
SURVEYS,,FAMILY_MEMBER_DETAILS,Family Member Details,कुटुंबातील सदस्यांची_तपशील,परिवार के सदस्य का विवरण,ପରିବାର ସଦସ୍ୟଙ୍କ ବିବରଣୀ,కుటుంబ సభ్యుల వివరాలు,ಕುಟುಂಬ ಸದಸ್ಯರ ವಿವರಗಳು,குடும்ப உறுப்பினர் விவரங்கள்,પરિવારના સભ્યની વિગતો,"افراد خاندان کی تفصیل
",,
SURVEYS,,family_member_details,Family Member Details,कुटुंबातील सदस्यांची_तपशील,परिवार के सदस्य का विवरण,ପରିବାର ସଦସ୍ୟଙ୍କ ବିବରଣୀ,కుటుంబ సభ్యుల వివరాలు,ಕುಟುಂಬ ಸದಸ್ಯರ ವಿವರಗಳು,குடும்ப உறுப்பினர் விவரங்கள்,પરિવારના સભ્યની વિગતો,"افراد خاندان کی تفصیل
",,
SURVEYS,,NOPHONE,No Phone, फोन नाही ,फोन नहीं,ଫୋନ୍ ନାହିଁ,ఫోన్ లేదు,ಫೋನ್ ಇಲ್ಲ,தொலைபேசி இல்லை,ફોન નથી,"فون نہیں ہے
",,
SURVEYS,,FATHER,Father,वडील,पिता,ପିତା,తండ్రి,ತಂದೆ,தந்தை,પિતા,"والد
",,
SURVEYS,,MOTHER,Mother,आई,माँ,ମାତା,తల్లి,ತಾಯಿ,தாய்,માતા,"والدہ
",,
SURVEYS,,SPOUSE,Spouse,बायको,जीवनसाथी,ପତି ବା ପତ୍ନି,జీవిత భాగస్వామి,ಪತಿ/ಪತ್ನಿ,மனைவி/கணவர்,જીવનસાથી,"شریکِ حیات
",,
SURVEYS,,SPOUSE_NAME,Spouse Name,बायको चे नाव ,पति/पत्नी का नाम,ପତି ବା ପତ୍ନିଙ୍କ ନାମ,జీవిత భాగస్వామి పేరు,ಪತಿ/ಪತ್ನಿ ಹೆಸರು,மனைவி/கணவர் பெயர்,પતિ/પત્નીનું નામ,شریک حیات کا نام,,
SURVEYS,,FATHER_NAME,Father Name,वडिलांचे  नाव,पिता का नाम,ପିତାଙ୍କ ନାମ,తండ్రి పేరు,ತಂದೆಯ ಹೆಸರು,தந்தை பெயர்,પિતાનું નામ,والد کا نام,,
SURVEYS,,GRADE_1,Grade 1,ग्रेड १,ग्रेड 1,ଗ୍ରେଡ୍ 1,1వ తరగతి,ಗ್ರೇಡ್ 1,1ஆம் வகுப்பு,ગ્રેડ ૧,گریڈ 1,,
SURVEYS,,GRADE_2,Grade 2,ग्रेड २,ग्रेड 2,ଗ୍ରେଡ୍ 2,2వ తరగతి,ಗ್ರೇಡ್ 2,2ஆம் வகுப்பு,ગ્રેડ 2,گریڈ 2,,
SURVEYS,,GRADE_3,Grade 3,ग्रेड ३,ग्रेड 3,ଗ୍ରେଡ୍ 3,3వ తరగతి,ಗ್ರೇಡ್ 3,3ஆம் வகுப்பு,ગ્રેડ 3,گریڈ 3,,
SURVEYS,,GRADE_4,Grade 4,ग्रेड ४,कक्षा 4,ଗ୍ରେଡ୍ 4,4వ తరగతి,ಗ್ರೇಡ್ 4,4ஆம் வகுப்பு,ગ્રેડ ૪,گریڈ 4,,
SURVEYS,,GRADE_5,Grade 5,ग्रेड ५,कक्षा 5,ଗ୍ରେଡ୍ 5,5వ తరగతి,ಗ್ರೇಡ್ 5,5ஆம் வகுப்பு,ગ્રેડ 5,گریڈ 5,,
SURVEYS,,GRADE_6,Grade 6,ग्रेड ६,वर्ग 6,ଗ୍ରେଡ୍ 6,6వ తరగతి,ಗ್ರೇಡ್ 6,6ஆம் வகுப்பு,ગ્રેડ 6,گریڈ 6,,
SURVEYS,,GRADE_7,Grade 7,ग्रेड ७,कक्षा 7,ଗ୍ରେଡ୍ 7,7వ తరగతి,ಗ್ರೇಡ್ 7,7ஆம் வகுப்பு,ગ્રેડ ૭,گریڈ 7,,
SURVEYS,,GRADE_8,Grade 8,ग्रेड ८,कक्षा 8,ଗ୍ରେଡ୍ 8,8వ తరగతి,ಗ್ರೇಡ್ 8,8ஆம் வகுப்பு,ગ્રેડ ૮,گریڈ 8,,
SURVEYS,,GRADE_9,Grade 9,ग्रेड ९,कक्षा 9,ଗ୍ରେଡ୍ 9,9వ తరగతి,ಗ್ರೇಡ್ 9,9ஆம் வகுப்பு,ધોરણ ૯,گریڈ 9,,
SURVEYS,,GRADE_10,Grade 10,ग्रेड १०,कक्षा 10,ଗ୍ରେଡ୍ 10,10వ తరగతి,ಗ್ರೇಡ್ 10,10ஆம் வகுப்பு,ધોરણ ૧૦,دسویں جماعت,,
SURVEYS,,GRADE_11,Grade 11,ग्रेड ११,कक्षा 11,ଗ୍ରେଡ୍ 11,11వ తరగతి,ಗ್ರೇಡ್ 11,11ஆம் வகுப்பு,ધોરણ ૧૧,گریڈ 11,,
SURVEYS,,GRADE_12,Grade 12,ग्रेड १२,कक्षा 12,ଗ୍ରେଡ୍ 12,12వ తరగతి,ಗ್ರೇಡ್ 12,12ஆம் வகுப்பு,ધોરણ ૧૨,گریڈ 12,,
SURVEYS,,NO_SCHOOLING,No Schooling,न शिकलेली ,कोई स्कूली शिक्षा नहीं,ସ୍କୁଲ ନାହିଁ,పాఠశాల విద్య లేదు,ಶಾಲೆಗೆ ಹೋಗಿಲ್ಲ,பள்ளி பயிற்சி இல்லை,ક્યારેય શાળા એ ગયેલ નથી ,"کبھی اسکول نہیں گیا
",,
